Bus Name,Bus Type,Departure Time,Reaching Time,Duration,Price,Seats Available,Rating,Route Name,Route Link
KSRTC (Kerala) - 1955,Super Fast Non AC Seater (2+3),22:20,01:35,03h 15m,181,45 Seats available,3.0,Thrissur to Kozhikode,https://www.redbus.in/bus-tickets/thrissur-to-kozhikode
KSRTC (Kerala) - 2131,Super Express Non AC Seater Air Bus (2+2),22:35,01:50,03h 15m,201,28 Seats available,3.0,Thrissur to Kozhikode,https://www.redbus.in/bus-tickets/thrissur-to-kozhikode
KSRTC (Kerala) - 3545,Super Express Non AC Seater Air Bus (2+2),22:50,01:45,02h 55m,216,29 Seats available,3.0,Thrissur to Kozhikode,https://www.redbus.in/bus-tickets/thrissur-to-kozhikode
KSRTC (Kerala) - 2996,Super Fast Non AC Seater (2+3),22:55,02:30,03h 35m,181,46 Seats available,3.0,Thrissur to Kozhikode,https://www.redbus.in/bus-tickets/thrissur-to-kozhikode
KSRTC (Kerala) - 811,Super Fast Non AC Seater (2+3),23:00,02:20,03h 20m,181,46 Seats available,2.7,Thrissur to Kozhikode,https://www.redbus.in/bus-tickets/thrissur-to-kozhikode
KSRTC (Kerala) - 559,Super Express Non AC Seater Air Bus (2+2),23:10,02:10,03h 00m,216,27 Seats available,3.0,Thrissur to Kozhikode,https://www.redbus.in/bus-tickets/thrissur-to-kozhikode
KSRTC (Kerala) - 1377,AC MULTI AXLE,23:15,02:20,03h 05m,360,43 Seats available,3.0,Thrissur to Kozhikode,https://www.redbus.in/bus-tickets/thrissur-to-kozhikode
KSRTC (Kerala) - 312,Super Fast Non AC Seater (2+3),23:15,02:45,03h 30m,181,42 Seats available,3.0,Thrissur to Kozhikode,https://www.redbus.in/bus-tickets/thrissur-to-kozhikode
KSRTC (Kerala) - 3205,SWIFT-HYBRID NON AC SEATER CUM SLEEPER,23:30,02:20,02h 50m,216,15 Seats available,3.0,Thrissur to Kozhikode,https://www.redbus.in/bus-tickets/thrissur-to-kozhikode
KSRTC (Kerala) - 585,Super Express Non AC Seater Air Bus (2+2),23:30,02:55,03h 25m,201,26 Seats available,3.0,Thrissur to Kozhikode,https://www.redbus.in/bus-tickets/thrissur-to-kozhikode
KSRTC (Kerala) - 915,Super Fast Non AC Seater (2+3),23:45,03:10,03h 25m,174,22 Seats available,3.0,Thrissur to Kozhikode,https://www.redbus.in/bus-tickets/thrissur-to-kozhikode
KSRTC (Kerala) - 352,Super Fast Non AC Seater (2+3),23:45,03:10,03h 25m,181,44 Seats available,3.0,Thrissur to Kozhikode,https://www.redbus.in/bus-tickets/thrissur-to-kozhikode
KSRTC (Kerala) - 847,Super Fast Non AC Seater (2+3),23:50,03:10,03h 20m,181,50 Seats available,3.0,Thrissur to Kozhikode,https://www.redbus.in/bus-tickets/thrissur-to-kozhikode
KSRTC (Kerala) - 2985,Super Fast Non AC Seater (2+3),23:55,03:35,03h 40m,181,45 Seats available,3.0,Thrissur to Kozhikode,https://www.redbus.in/bus-tickets/thrissur-to-kozhikode
KSRTC (Kerala) - 368,AC MULTI AXLE,23:55,02:50,02h 55m,360,40 Seats available,3.0,Thrissur to Kozhikode,https://www.redbus.in/bus-tickets/thrissur-to-kozhikode
Greenline kerala,A/C Seater Push Back (2+2),23:50,02:45,02h 55m,500,27 Seats available,3.4,Thrissur to Kozhikode,https://www.redbus.in/bus-tickets/thrissur-to-kozhikode
SG Travels,Bharat Benz A/C Sleeper (2+1),23:50,02:30,02h 40m,900,31 Seats available,4.8,Thrissur to Kozhikode,https://www.redbus.in/bus-tickets/thrissur-to-kozhikode
Cochin Bus,Bharat Benz A/C Sleeper (2+1),23:50,02:30,02h 40m,1200,18 Seats available,4.5,Thrissur to Kozhikode,https://www.redbus.in/bus-tickets/thrissur-to-kozhikode
Cochin Bus,A/C Sleeper (2+1),23:40,02:30,02h 50m,900,14 Seats available,4.5,Thrissur to Kozhikode,https://www.redbus.in/bus-tickets/thrissur-to-kozhikode
Cochin Bus,Volvo Multi-Axle B9R A/c Semi Sleeper (2+2),23:30,02:30,03h 00m,680,36 Seats available,4.5,Thrissur to Kozhikode,https://www.redbus.in/bus-tickets/thrissur-to-kozhikode
UFO Bus,A/C Sleeper (2+1),23:35,02:45,03h 10m,800,13 Seats available,4.2,Thrissur to Kozhikode,https://www.redbus.in/bus-tickets/thrissur-to-kozhikode
UFO Bus,Volvo Multi-Axle B9R A/c Semi Sleeper (2+2),23:40,02:45,03h 05m,649,39 Seats available,4.2,Thrissur to Kozhikode,https://www.redbus.in/bus-tickets/thrissur-to-kozhikode
Sonia Travels,A/C Semi Sleeper (2+2),23:51,02:45,02h 54m,600,25 Seats available,4.2,Thrissur to Kozhikode,https://www.redbus.in/bus-tickets/thrissur-to-kozhikode
Adrin Travels,A/C Seater/Sleeper (2+1),23:05,02:00,02h 55m,1000,31 Seats available,4.1,Thrissur to Kozhikode,https://www.redbus.in/bus-tickets/thrissur-to-kozhikode
Kalpaka Travels 1,A/C Sleeper (2+1),23:40,02:30,02h 50m,800,28 Seats available,4.0,Thrissur to Kozhikode,https://www.redbus.in/bus-tickets/thrissur-to-kozhikode
Madhavi Travels,A/C Semi Sleeper (2+2),23:20,02:15,02h 55m,599,32 Seats available,4.0,Thrissur to Kozhikode,https://www.redbus.in/bus-tickets/thrissur-to-kozhikode
Kalpaka Travels 1,A/C Semi Sleeper (2+2),23:55,03:00,03h 05m,600,26 Seats available,4.0,Thrissur to Kozhikode,https://www.redbus.in/bus-tickets/thrissur-to-kozhikode
Madhavi Travels,A/C Sleeper (2+1),23:30,03:00,03h 30m,854,17 Seats available,4.0,Thrissur to Kozhikode,https://www.redbus.in/bus-tickets/thrissur-to-kozhikode
Madhavi Travels,Volvo A/C Semi Sleeper (2+2),02:30,04:30,02h 00m,664,26 Seats available,4.0,Thrissur to Kozhikode,https://www.redbus.in/bus-tickets/thrissur-to-kozhikode
Kalpaka Travels 1,A/C Sleeper (2+1),02:00,04:00,02h 00m,900,25 Seats available,4.0,Thrissur to Kozhikode,https://www.redbus.in/bus-tickets/thrissur-to-kozhikode
Madhavi Travels,A/C Sleeper (2+1),23:20,01:55,02h 35m,854,36 Seats available,4.0,Thrissur to Kozhikode,https://www.redbus.in/bus-tickets/thrissur-to-kozhikode
Madhavi Travels,A/C Semi Sleeper (2+2),23:20,03:35,04h 15m,569,40 Seats available,4.0,Thrissur to Kozhikode,https://www.redbus.in/bus-tickets/thrissur-to-kozhikode
Madhavi Travels,A/C Sleeper (2+1),02:15,04:30,02h 15m,949,3 Seats available,4.0,Thrissur to Kozhikode,https://www.redbus.in/bus-tickets/thrissur-to-kozhikode
LIYAS TOURS,Bharat Benz A/C Sleeper (2+1),23:47,03:40,03h 53m,1249,22 Seats available,3.9,Thrissur to Kozhikode,https://www.redbus.in/bus-tickets/thrissur-to-kozhikode
Ubc travels,A/C Seater/Sleeper (2+1),23:20,03:00,03h 40m,900,48 Seats available,3.7,Thrissur to Kozhikode,https://www.redbus.in/bus-tickets/thrissur-to-kozhikode
Arya Travels,A/C Sleeper (2+1),23:59,03:15,03h 16m,845,23 Seats available,3.2,Thrissur to Kozhikode,https://www.redbus.in/bus-tickets/thrissur-to-kozhikode
Kallada Travels (Suresh Kallada),A/C Sleeper (2+1),00:15,03:00,02h 45m,1000,16 Seats available,3.0,Thrissur to Kozhikode,https://www.redbus.in/bus-tickets/thrissur-to-kozhikode
Kallada Travels (Suresh Kallada),A/C Sleeper (2+1),22:30,01:25,02h 55m,1100,18 Seats available,3.0,Thrissur to Kozhikode,https://www.redbus.in/bus-tickets/thrissur-to-kozhikode
Crownline Travels,A/C Sleeper (2+1),22:15,03:00,04h 45m,1099,23 Seats available,4.1,Thrissur to Kozhikode,https://www.redbus.in/bus-tickets/thrissur-to-kozhikode
Madhavi Travels,A/C Semi Sleeper (2+2),02:05,04:50,02h 45m,664,18 Seats available,4.0,Thrissur to Kozhikode,https://www.redbus.in/bus-tickets/thrissur-to-kozhikode
LIYAS TOURS,Scania A/C Semi Sleeper (2+2),23:47,03:40,03h 53m,949,45 Seats available,3.9,Thrissur to Kozhikode,https://www.redbus.in/bus-tickets/thrissur-to-kozhikode
EMERALD TRAVELS,Bharat Benz A/C Semi Sleeper (2+2),02:00,04:00,02h 00m,700,32 Seats available,2.9,Thrissur to Kozhikode,https://www.redbus.in/bus-tickets/thrissur-to-kozhikode
Galaxy Tours,2+1 Air Suspension A/C Seater / Sleeper,02:45,06:00,03h 15m,650,34 Seats available,2.6,Thrissur to Kozhikode,https://www.redbus.in/bus-tickets/thrissur-to-kozhikode
KSRTC (Kerala) - 102,Swift Deluxe Non AC Air Bus (2+2),07:30,16:20,08h 50m,690,16 Seats available,4.3,Kannur (Kerala) to Bangalore,https://www.redbus.in/bus-tickets/kannur-to-bangalore
KSRTC (Kerala) - 100,Swift Deluxe Non AC Air Bus (2+2),19:00,03:10,08h 10m,660,35 Seats available,4.0,Kannur (Kerala) to Bangalore,https://www.redbus.in/bus-tickets/kannur-to-bangalore
KSRTC (Kerala) - 1766,Super Express Non AC Seater Air Bus (2+2),20:15,03:55,07h 40m,680,29 Seats available,4.4,Kannur (Kerala) to Bangalore,https://www.redbus.in/bus-tickets/kannur-to-bangalore
KSRTC (Kerala) - 133,Swift Deluxe Non AC Air Bus (2+2),21:15,04:45,07h 30m,680,26 Seats available,4.0,Kannur (Kerala) to Bangalore,https://www.redbus.in/bus-tickets/kannur-to-bangalore
KSRTC (Kerala) - 99,Swift Deluxe Non AC Air Bus (2+2),21:30,05:05,07h 35m,690,14 Seats available,3.8,Kannur (Kerala) to Bangalore,https://www.redbus.in/bus-tickets/kannur-to-bangalore
NS Transports,A/C Sleeper (2+1),21:15,05:30,08h 15m,924,11 Seats available,4.6,Kannur (Kerala) to Bangalore,https://www.redbus.in/bus-tickets/kannur-to-bangalore
MMK Travels,VE A/C Seater / Sleeper (2+1),21:30,06:00,08h 30m,700,27 Seats available,4.4,Kannur (Kerala) to Bangalore,https://www.redbus.in/bus-tickets/kannur-to-bangalore
Ashoka Travel and Logistics,NON A/C Semi Sleeper (2+2),08:00,17:30,09h 30m,800,36 Seats available,4.3,Kannur (Kerala) to Bangalore,https://www.redbus.in/bus-tickets/kannur-to-bangalore
AdKalpaka Travels,NON A/C Seater/ Sleeper (2+1),21:30,05:00,07h 30m,600,18 Seats available,4.1,Kannur (Kerala) to Bangalore,https://www.redbus.in/bus-tickets/kannur-to-bangalore
NS Transports,Non A/C Seater / Sleeper (2+1),20:30,05:20,08h 50m,600,19 Seats available,4.2,Kannur (Kerala) to Bangalore,https://www.redbus.in/bus-tickets/kannur-to-bangalore
NS Transports,NON A/C Semi Sleeper / Sleeper (2+1),21:45,05:45,08h 00m,629,29 Seats available,4.1,Kannur (Kerala) to Bangalore,https://www.redbus.in/bus-tickets/kannur-to-bangalore
Ashoka Travel and Logistics,A/C Sleeper (2+1),21:15,05:30,08h 15m,1000,19 Seats available,4.4,Kannur (Kerala) to Bangalore,https://www.redbus.in/bus-tickets/kannur-to-bangalore
National travels and logistics,Non A/C Seater / Sleeper (2+1),21:15,05:30,08h 15m,599,23 Seats available,4.0,Kannur (Kerala) to Bangalore,https://www.redbus.in/bus-tickets/kannur-to-bangalore
National travels and logistics,Bharat Benz A/C Sleeper (2+1),20:45,05:15,08h 30m,799,19 Seats available,4.1,Kannur (Kerala) to Bangalore,https://www.redbus.in/bus-tickets/kannur-to-bangalore
Golden Travels,Volvo A/C Semi Sleeper (2+2),21:45,04:50,07h 05m,999,22 Seats available,4.4,Kannur (Kerala) to Bangalore,https://www.redbus.in/bus-tickets/kannur-to-bangalore
Sugama Tourist,A/C Sleeper (2+1),22:00,05:30,07h 30m,800,21 Seats available,3.8,Kannur (Kerala) to Bangalore,https://www.redbus.in/bus-tickets/kannur-to-bangalore
Ashoka Travel and Logistics,A/C Semi Sleeper (2+2),21:00,05:15,08h 15m,900,38 Seats available,3.9,Kannur (Kerala) to Bangalore,https://www.redbus.in/bus-tickets/kannur-to-bangalore
Ashoka Travel and Logistics,NON A/C Semi Sleeper (2+2),21:30,05:00,07h 30m,800,37 Seats available,3.6,Kannur (Kerala) to Bangalore,https://www.redbus.in/bus-tickets/kannur-to-bangalore
Golden Travels,A/C Sleeper (2+1),21:45,05:10,07h 25m,999,21 Seats available,4.1,Kannur (Kerala) to Bangalore,https://www.redbus.in/bus-tickets/kannur-to-bangalore
P K Travels,NON A/C Semi Sleeper (2+2),20:30,06:30,10h 00m,700,26 Seats available,4.4,Kannur (Kerala) to Bangalore,https://www.redbus.in/bus-tickets/kannur-to-bangalore
Arya Travels,A/C Sleeper (2+1),21:20,05:30,08h 10m,795,22 Seats available,3.9,Kannur (Kerala) to Bangalore,https://www.redbus.in/bus-tickets/kannur-to-bangalore
Golden Travels,NON A/C Sleeper (2+1),21:30,05:00,07h 30m,749,22 Seats available,3.9,Kannur (Kerala) to Bangalore,https://www.redbus.in/bus-tickets/kannur-to-bangalore
P K Travels,A/C Sleeper (2+1),21:00,05:00,08h 00m,899,23 Seats available,3.4,Kannur (Kerala) to Bangalore,https://www.redbus.in/bus-tickets/kannur-to-bangalore
Golden Travels,A/C Sleeper (2+1),21:15,05:00,07h 45m,999,21 Seats available,4.0,Kannur (Kerala) to Bangalore,https://www.redbus.in/bus-tickets/kannur-to-bangalore
DLT BUS,A/C Sleeper (2+1),21:00,05:30,08h 30m,800,21 Seats available,3.6,Kannur (Kerala) to Bangalore,https://www.redbus.in/bus-tickets/kannur-to-bangalore
Kalpaka Travels,NON A/C Seater/ Sleeper (2+1),21:15,05:00,07h 45m,600,20 Seats available,3.8,Kannur (Kerala) to Bangalore,https://www.redbus.in/bus-tickets/kannur-to-bangalore
Golden Travels,Non A/C Seater / Sleeper (2+1),21:15,05:00,07h 45m,699,36 Seats available,3.1,Kannur (Kerala) to Bangalore,https://www.redbus.in/bus-tickets/kannur-to-bangalore
Kalpaka Travels,A/C Sleeper (2+1),21:45,05:00,07h 15m,900,21 Seats available,2.4,Kannur (Kerala) to Bangalore,https://www.redbus.in/bus-tickets/kannur-to-bangalore
Kohinoor Travels,A/C Sleeper (2+1),22:00,06:00,08h 00m,949,23 Seats available,4.3,Kannur (Kerala) to Bangalore,https://www.redbus.in/bus-tickets/kannur-to-bangalore
Kalpaka Travels,NON A/C Seater/ Sleeper (2+1),21:00,05:00,08h 00m,600,32 Seats available,3.6,Kannur (Kerala) to Bangalore,https://www.redbus.in/bus-tickets/kannur-to-bangalore
KSRTC (Kerala) - 50,Swift Deluxe Non AC Air Bus (2+2),00:00,06:55,06h 55m,670,15 Seats available,4.7,Kalpetta (kerala) to Bangalore,https://www.redbus.in/bus-tickets/kalpetta-to-bangalore
KSRTC (Kerala) - 788,Super Fast Non AC Seater (2+3),09:05,15:20,06h 15m,390,3 Seats available,4.3,Kalpetta (kerala) to Bangalore,https://www.redbus.in/bus-tickets/kalpetta-to-bangalore
KSRTC (Kerala) - 2132,Swift Deluxe Non AC Air Bus (2+2),09:35,15:55,06h 20m,585,17 Seats available,3.0,Kalpetta (kerala) to Bangalore,https://www.redbus.in/bus-tickets/kalpetta-to-bangalore
KSRTC (Kerala) - 580,Super Express Non AC Seater Air Bus (2+2),10:30,16:20,05h 50m,575,25 Seats available,3.6,Kalpetta (kerala) to Bangalore,https://www.redbus.in/bus-tickets/kalpetta-to-bangalore
KSRTC (Kerala) - 579,Super Express Non AC Seater Air Bus (2+2),12:20,17:45,05h 25m,575,27 Seats available,4.5,Kalpetta (kerala) to Bangalore,https://www.redbus.in/bus-tickets/kalpetta-to-bangalore
KSRTC (Kerala) - 55,SWIFT-GARUDA A/C SEATER BUS,14:20,20:10,05h 50m,750,22 Seats available,3.9,Kalpetta (kerala) to Bangalore,https://www.redbus.in/bus-tickets/kalpetta-to-bangalore
KSRTC (Kerala) - 805,Super Fast Non AC Seater (2+3),15:40,22:05,06h 25m,390,33 Seats available,4.7,Kalpetta (kerala) to Bangalore,https://www.redbus.in/bus-tickets/kalpetta-to-bangalore
KSRTC (Kerala) - 578,Super Express Non AC Seater Air Bus (2+2),20:10,03:05,06h 55m,660,30 Seats available,1.7,Kalpetta (kerala) to Bangalore,https://www.redbus.in/bus-tickets/kalpetta-to-bangalore
KSRTC (Kerala) - 72,SWIFT-GARUDA A/C SEATER BUS,20:45,04:25,07h 40m,863,36 Seats available,2.9,Kalpetta (kerala) to Bangalore,https://www.redbus.in/bus-tickets/kalpetta-to-bangalore
KSRTC (Kerala) - 1583,Swift Deluxe Non AC Air Bus (2+2),21:35,04:50,07h 15m,670,31 Seats available,3.7,Kalpetta (kerala) to Bangalore,https://www.redbus.in/bus-tickets/kalpetta-to-bangalore
KSRTC (Kerala) - 1353,Super Express Non AC Seater Air Bus (2+2),22:00,05:10,07h 10m,670,37 Seats available,3.5,Kalpetta (kerala) to Bangalore,https://www.redbus.in/bus-tickets/kalpetta-to-bangalore
KSRTC (Kerala) - 1584,Swift Deluxe Non AC Air Bus (2+2),23:05,06:15,07h 10m,670,15 Seats available,3.2,Kalpetta (kerala) to Bangalore,https://www.redbus.in/bus-tickets/kalpetta-to-bangalore
MMK Travels,A/C Seater / Sleeper (2+1),23:45,06:00,06h 15m,750,17 Seats available,4.4,Kalpetta (kerala) to Bangalore,https://www.redbus.in/bus-tickets/kalpetta-to-bangalore
DLT BUS,A/C Sleeper (2+1),23:45,06:30,06h 45m,999,22 Seats available,4.0,Kalpetta (kerala) to Bangalore,https://www.redbus.in/bus-tickets/kalpetta-to-bangalore
MMK Travels,A/C Seater / Sleeper (2+1),23:45,06:00,06h 15m,750,24 Seats available,4.4,Kalpetta (kerala) to Bangalore,https://www.redbus.in/bus-tickets/kalpetta-to-bangalore
Kyros Connect,Bharat Benz A/C Semi Sleeper (2+2),13:55,21:45,07h 50m,799,37 Seats available,4.1,Kalpetta (kerala) to Bangalore,https://www.redbus.in/bus-tickets/kalpetta-to-bangalore
DLT BUS,A/C Sleeper (2+1),23:59,06:30,06h 31m,999,21 Seats available,4.5,Kalpetta (kerala) to Bangalore,https://www.redbus.in/bus-tickets/kalpetta-to-bangalore
Bharathi Travels,A/C Sleeper (2+1),17:20,23:45,06h 25m,699,27 Seats available,4.1,Kalpetta (kerala) to Bangalore,https://www.redbus.in/bus-tickets/kalpetta-to-bangalore
A1 Travels,Non A/C Seater / Sleeper (2+1),23:10,06:30,07h 20m,700,35 Seats available,2.8,Kalpetta (kerala) to Bangalore,https://www.redbus.in/bus-tickets/kalpetta-to-bangalore
SKS Tourist Corporation (REGD),Non A/C Seater / Sleeper (2+1),23:15,05:45,06h 30m,799,26 Seats available,3.5,Kalpetta (kerala) to Bangalore,https://www.redbus.in/bus-tickets/kalpetta-to-bangalore
CITI TOURS,Bharat Benz A/C Sleeper (2+1),02:30,09:00,06h 30m,700,24 Seats available,0.0,Kalpetta (kerala) to Bangalore,https://www.redbus.in/bus-tickets/kalpetta-to-bangalore
CITI TOURS,Bharat Benz A/C Sleeper (2+1),23:15,06:00,06h 45m,1999,36 Seats available,0.0,Kalpetta (kerala) to Bangalore,https://www.redbus.in/bus-tickets/kalpetta-to-bangalore
Orange Tours and Travels,Bharat Benz A/C Sleeper (2+1),16:30,23:30,07h 00m,1900,30 Seats available,0.0,Kalpetta (kerala) to Bangalore,https://www.redbus.in/bus-tickets/kalpetta-to-bangalore
SKS Tourist Corporation (REGD),Non A/C Seater / Sleeper (2+1),23:16,05:45,06h 29m,699,26 Seats available,3.7,Kalpetta (kerala) to Bangalore,https://www.redbus.in/bus-tickets/kalpetta-to-bangalore
SKS Tourist Corporation (REGD),A/C Sleeper (2+1),23:31,05:45,06h 14m,999,34 Seats available,2.5,Kalpetta (kerala) to Bangalore,https://www.redbus.in/bus-tickets/kalpetta-to-bangalore
Kallada Travels (Suresh Kallada),A/C Sleeper (2+1),15:50,23:10,07h 20m,1200,16 Seats available,3.9,Kalpetta (kerala) to Bangalore,https://www.redbus.in/bus-tickets/kalpetta-to-bangalore
A1 Travels,A/C Seater / Sleeper (2+1),22:30,05:30,07h 00m,800,34 Seats available,2.4,Kalpetta (kerala) to Bangalore,https://www.redbus.in/bus-tickets/kalpetta-to-bangalore
Bharathi Travels,A/C Sleeper (2+1),17:00,23:45,06h 45m,777,27 Seats available,1.6,Kalpetta (kerala) to Bangalore,https://www.redbus.in/bus-tickets/kalpetta-to-bangalore
SKS Tourist Corporation (REGD),A/C Sleeper (2+1),23:30,05:45,06h 15m,999,34 Seats available,2.1,Kalpetta (kerala) to Bangalore,https://www.redbus.in/bus-tickets/kalpetta-to-bangalore
A1 Travels,Bharat Benz A/C Seater /Sleeper (2+1),23:45,06:30,06h 45m,1000,42 Seats available,2.6,Kalpetta (kerala) to Bangalore,https://www.redbus.in/bus-tickets/kalpetta-to-bangalore
Skylite Travels,A/C Sleeper (2+1),00:15,06:45,06h 30m,799,23 Seats available,4.0,Kalpetta (kerala) to Bangalore,https://www.redbus.in/bus-tickets/kalpetta-to-bangalore
Skylite Travels,A/C Sleeper (2+1),23:55,06:45,06h 50m,799,25 Seats available,4.0,Kalpetta (kerala) to Bangalore,https://www.redbus.in/bus-tickets/kalpetta-to-bangalore
DA Transports,A/C Sleeper (2+1),23:55,06:45,06h 50m,799,25 Seats available,3.9,Kalpetta (kerala) to Bangalore,https://www.redbus.in/bus-tickets/kalpetta-to-bangalore
SAAM BUS,VE A/C Sleeper (2+1),23:20,06:00,06h 40m,850,21 Seats available,3.1,Kalpetta (kerala) to Bangalore,https://www.redbus.in/bus-tickets/kalpetta-to-bangalore
DA Transports,A/C Sleeper (2+1),23:50,06:45,06h 55m,799,25 Seats available,4.3,Kalpetta (kerala) to Bangalore,https://www.redbus.in/bus-tickets/kalpetta-to-bangalore
Kyros Connect,Bharat Benz A/C Semi Sleeper (2+2),13:57,21:45,07h 48m,799,38 Seats available,3.5,Kalpetta (kerala) to Bangalore,https://www.redbus.in/bus-tickets/kalpetta-to-bangalore
P K Travels,A/C Seater / Sleeper (2+1),23:50,06:45,06h 55m,799,41 Seats available,3.8,Kalpetta (kerala) to Bangalore,https://www.redbus.in/bus-tickets/kalpetta-to-bangalore
Orange Tours and Travels,Bharat Benz A/C Sleeper (2+1),16:45,23:30,06h 45m,1800,30 Seats available,3.7,Kalpetta (kerala) to Bangalore,https://www.redbus.in/bus-tickets/kalpetta-to-bangalore
Kallada Travels (Suresh Kallada),A/C Sleeper (2+1),15:50,23:10,07h 20m,1200,16 Seats available,3.0,Kalpetta (kerala) to Bangalore,https://www.redbus.in/bus-tickets/kalpetta-to-bangalore
DA Transports,A/C Sleeper (2+1),00:00,07:45,07h 45m,849,24 Seats available,4.0,Kalpetta (kerala) to Bangalore,https://www.redbus.in/bus-tickets/kalpetta-to-bangalore
SAAM BUS,VE A/C Sleeper (2+1),23:21,06:00,06h 39m,850,18 Seats available,3.9,Kalpetta (kerala) to Bangalore,https://www.redbus.in/bus-tickets/kalpetta-to-bangalore
DA Transports,A/C Sleeper (2+1),00:00,07:45,07h 45m,849,24 Seats available,3.5,Kalpetta (kerala) to Bangalore,https://www.redbus.in/bus-tickets/kalpetta-to-bangalore
KSRTC (Kerala) - 581,Super Express Non AC Seater Air Bus (2+2),10:00,15:45,05h 45m,575,23 Seats available,3.9,Bangalore to Kalpetta (kerala),https://www.redbus.in/bus-tickets/bangalore-to-kalpetta
KSRTC (Kerala) - 52,SWIFT-GARUDA A/C SEATER BUS,12:00,18:05,06h 05m,750,29 Seats available,4.4,Bangalore to Kalpetta (kerala),https://www.redbus.in/bus-tickets/bangalore-to-kalpetta
KSRTC (Kerala) - 1378,AC MULTI AXLE,13:46,19:10,05h 24m,832,39 Seats available,3.7,Bangalore to Kalpetta (kerala),https://www.redbus.in/bus-tickets/bangalore-to-kalpetta
KSRTC (Kerala) - 129,SWIFT-GARUDA A/C SEATER BUS,14:15,20:25,06h 10m,750,38 Seats available,3.3,Bangalore to Kalpetta (kerala),https://www.redbus.in/bus-tickets/bangalore-to-kalpetta
KSRTC (Kerala) - 370,AC MULTI AXLE,15:25,21:30,06h 05m,832,12 Seats available,3.6,Bangalore to Kalpetta (kerala),https://www.redbus.in/bus-tickets/bangalore-to-kalpetta
KSRTC (Kerala) - 97,Swift Deluxe Non AC Air Bus (2+2),16:00,22:10,06h 10m,585,27 Seats available,3.7,Bangalore to Kalpetta (kerala),https://www.redbus.in/bus-tickets/bangalore-to-kalpetta
KSRTC (Kerala) - 380,Swift Deluxe Non AC Air Bus (2+2),16:15,22:25,06h 10m,585,23 Seats available,4.0,Bangalore to Kalpetta (kerala),https://www.redbus.in/bus-tickets/bangalore-to-kalpetta
KSRTC (Kerala) - 553,Super Express Non AC Seater Air Bus (2+2),16:45,00:10,07h 25m,670,19 Seats available,4.0,Bangalore to Kalpetta (kerala),https://www.redbus.in/bus-tickets/bangalore-to-kalpetta
KSRTC (Kerala) - 51,Swift Deluxe Non AC Air Bus (2+2),19:00,02:35,07h 35m,670,35 Seats available,4.6,Bangalore to Kalpetta (kerala),https://www.redbus.in/bus-tickets/bangalore-to-kalpetta
KSRTC (Kerala) - 789,Super Fast Non AC Seater (2+3),20:00,01:20,05h 20m,474,1 Seat available,4.5,Bangalore to Kalpetta (kerala),https://www.redbus.in/bus-tickets/bangalore-to-kalpetta
KSRTC (Kerala) - 1585,Swift Deluxe Non AC Air Bus (2+2),20:40,03:55,07h 15m,670,29 Seats available,4.4,Bangalore to Kalpetta (kerala),https://www.redbus.in/bus-tickets/bangalore-to-kalpetta
KSRTC (Kerala) - 1586,Swift Deluxe Non AC Air Bus (2+2),21:30,04:40,07h 10m,670,18 Seats available,2.5,Bangalore to Kalpetta (kerala),https://www.redbus.in/bus-tickets/bangalore-to-kalpetta
KSRTC (Kerala) - 2133,Swift Deluxe Non AC Air Bus (2+2),22:10,05:30,07h 20m,670,14 Seats available,4.3,Bangalore to Kalpetta (kerala),https://www.redbus.in/bus-tickets/bangalore-to-kalpetta
KSRTC (Kerala) - 54,Garuda Premium,22:25,03:35,05h 10m,914,2 Seats available,4.0,Bangalore to Kalpetta (kerala),https://www.redbus.in/bus-tickets/bangalore-to-kalpetta
KSRTC (Kerala) - 574,Super Express Non AC Seater Air Bus (2+2),23:00,07:30,08h 30m,575,7 Seats available,3.8,Bangalore to Kalpetta (kerala),https://www.redbus.in/bus-tickets/bangalore-to-kalpetta
KSRTC (Kerala) - 583,Super Express Non AC Seater Air Bus (2+2),23:30,07:40,08h 10m,575,8 Seats available,3.7,Bangalore to Kalpetta (kerala),https://www.redbus.in/bus-tickets/bangalore-to-kalpetta
KSRTC (Kerala) - 56,SWIFT-GARUDA A/C SEATER BUS,23:40,07:45,08h 05m,750,15 Seats available,4.5,Bangalore to Kalpetta (kerala),https://www.redbus.in/bus-tickets/bangalore-to-kalpetta
MMK Travels,A/C Seater / Sleeper (2+1),22:30,05:30,07h 00m,950,19 Seats available,4.4,Bangalore to Kalpetta (kerala),https://www.redbus.in/bus-tickets/bangalore-to-kalpetta
DLT BUS,A/C Sleeper (2+1),22:30,05:30,07h 00m,1299,10 Seats available,4.3,Bangalore to Kalpetta (kerala),https://www.redbus.in/bus-tickets/bangalore-to-kalpetta
DLT BUS,A/C Sleeper (2+1),22:30,05:20,06h 50m,1299,13 Seats available,4.2,Bangalore to Kalpetta (kerala),https://www.redbus.in/bus-tickets/bangalore-to-kalpetta
AdSAAM BUS,VE A/C Sleeper (2+1),21:45,04:10,06h 25m,1000,26 Seats available,3.9,Bangalore to Kalpetta (kerala),https://www.redbus.in/bus-tickets/bangalore-to-kalpetta
Kallada Travels (Suresh Kallada),A/C Sleeper (2+1),22:00,05:25,07h 25m,749,15 Seats available,4.1,Bangalore to Kalpetta (kerala),https://www.redbus.in/bus-tickets/bangalore-to-kalpetta
